1062,1595,1134,1595,1134,1615,1062,1615
1134,1597,1221,1603,1220,1623,1133,1618
1216,1605,1299,1605,1299,1625,1216,1625
258,1621,332,1626,329,1664,255,1659
340,1629,412,1629,412,1667,340,1667
422,1632,505,1632,505,1670,422,1670
522,1636,594,1636,594,1674,522,1674
605,1639,649,1639,649,1677,605,1677
656,1646,728,1646,728,1684,656,1684
116,1680,230,1680,230,1705,116,1705
254,1764,343,1774,339,1810,250,1800
357,1770,402,1770,402,1804,357,1804
419,1773,484,1773,484,1808,419,1808
546,1776,736,1780,735,1823,545,1819
120,1833,193,1839,192,1858,119,1853
230,1834,375,1840,374,1871,229,1866
378,1845,460,1845,460,1876,378,1876
460,1850,561,1856,559,1883,459,1877
1000,1925,1072,1925,1072,1938,1000,1938
1082,1928,1124,1928,1124,1949,1082,1949
82,1945,182,1945,182,1969,82,1969
189,1952,223,1952,223,1973,189,1973
230,1955,354,1955,354,1980,230,1980
357,1959,385,1959,385,1980,357,1980
388,1959,499,1965,498,1989,387,1983
501,1969,536,1969,536,1990,501,1990
540,1965,661,1974,659,1998,538,1989
666,1976,711,1976,711,2000,666,2000
718,1980,752,1980,752,2000,718,2000
756,1979,840,1984,838,2008,755,2002
842,1986,962,1986,962,2010,842,2010
962,1993,1183,2000,1182,2025,961,2018
